participant,condition,taskId,T_task_sec,logT_task,N_cmds,N_actuations,n_devices_final,n_colors_required,avg_cmd_time
16,P+SR,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,17.6236839,2.869243673569789,1,1,1,1,17.6236839
16,P+SR,2e919b0d-6d84-4641-a535-930a7ca6c8b7,27.18477,3.302656890013997,1,3,3,3,27.18477
16,P+SR,40573e58-0087-4bb3-9ed7-d18a24a35b78,38.9160423,3.6614065640691122,1,9,9,3,38.9160423
16,P+SR,79dc7e7b-d1c7-4237-908d-f541b20406d4,17.232399,2.8467912747420696,1,1,1,1,17.232399
16,P+SR,ae59cd40-20ff-4809-8cbb-87c7cc41665c,31.6227131,3.453875631389492,3,12,5,2,10.540904366666666
16,P+SR,7aeefa77-f398-4a26-b615-e50c4d05ba64,20.5153828,3.021174985237489,1,2,2,2,20.5153828
16,P+SR,bee10050-f98c-456a-a684-4435ee88ef00,33.69356,3.5173067211739326,1,3,3,3,33.69356
16,Pointing,eee4a904-a6ad-4369-970f-b656e1f59f12,23.064764,3.1383060850042614,2,3,2,2,11.532382
16,Pointing,8aeed698-e7ee-41ef-bfe7-56f37e2232ab,35.9795952,3.582951977764267,2,3,3,3,17.9897976
16,Pointing,7cbd6f03-54a0-426f-b4ea-d8e0ce58e276,27.3171158,3.3075134581193293,1,2,2,1,27.3171158
16,Pointing,f548cabb-2a47-4399-a702-f76d5d1336df,16.1437168,2.7815309213364765,1,2,2,1,16.1437168
16,Pointing,0ebd3226-6abe-4b54-8d2f-6c4c8adc1978,78.08971,4.357858294003966,3,5,2,2,26.029903333333333
16,Pointing,2369c5c0-c4bb-4308-a9cd-05a64a69f91a,25.2518711,3.228900255946176,2,9,6,2,12.62593555
16,Pointing,81c1a60b-c8ac-4a16-b831-1df68863e61e,28.0042229,3.332355316660477,2,5,3,2,14.00211145
16,Pointing,fe0ef0b0-c647-4b3a-b2f6-68a75133a566,9.733307,2.2755537151230145,1,1,1,1,9.733307
16,Pointing,c87d383c-41db-4303-8615-9271bbf2465e,18.7358952,2.9304412133298974,2,3,2,2,9.3679476
16,Pointing,e2dc0c9a-3e6f-40a4-b8c5-7289c1efe296,10.4267578,2.3443753673800107,1,1,1,1,10.4267578
16,Pointing,137e922c-0877-46af-a797-5a32df2edf5d,20.7550144,3.032787875313482,1,3,3,3,20.7550144
16,Pointing,d58fe3c1-28a0-4e49-9e2f-e72569f6e61e,27.658926,3.3199484968493556,2,6,4,3,13.829463
16,Label,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,162.297012,5.089428063999871,4,9,2,2,40.574253
16,Label,e0153245-d5d9-449a-87f1-2a35d3239eef,43.8471069,3.7807087394466183,1,6,6,2,43.8471069
16,Label,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,40.8077164,3.708871190978755,2,6,3,1,20.4038582
16,Label,3bc363f5-3c91-4c51-8139-93034b21f3a9,36.0058632,3.583681791861441,2,2,1,1,18.0029316
16,Label,fd995852-c28d-49e9-97b5-9774af3241c3,62.8900337,4.1413877044115255,2,9,6,3,31.44501685
16,Label,04f5e376-2845-485a-8cb1-c38e3858ff8a,32.9108353,3.4938019439762047,1,4,4,2,32.9108353
16,Label,7612d934-759d-4a55-9a58-ef65940b7162,41.76491,3.7320565132911456,1,3,3,3,41.76491
16,Label,b594ae95-d981-4868-ae48-3f63eb87087a,30.3338718,3.4122649693395335,1,4,4,2,30.3338718
16,Label,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,16.7100754,2.816011854865225,1,1,1,1,16.7100754
16,Label,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,63.35493,4.148752725365091,2,6,4,2,31.677465
16,Label,e81806f6-a4f2-4336-b77b-3407e101bc18,56.23428,4.029526535359777,5,13,3,2,11.246856
16,Label,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,18.6577644,2.926262381167802,1,2,2,1,18.6577644
17,SR,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,166.173462,5.11303219458167,1,1,1,1,166.173462
17,SR,bee10050-f98c-456a-a684-4435ee88ef00,149.0461,5.00425565406555,4,13,4,3,37.261525
17,SR,c78550a2-290e-4b94-98db-961c2110c668,154.007019,5.036998179297065,5,26,5,2,30.801403800000003
17,SR,40573e58-0087-4bb3-9ed7-d18a24a35b78,65.9169,4.188394857796397,3,21,10,3,21.9723
17,SR,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,90.4522858,4.504822482942662,2,7,5,2,45.2261429
17,SR,7aeefa77-f398-4a26-b615-e50c4d05ba64,39.50789,3.6765003987957763,2,3,2,2,19.753945
17,SR,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,44.1491547,3.787573780773815,2,3,2,1,22.07457735
17,SR,2e919b0d-6d84-4641-a535-930a7ca6c8b7,52.086422,3.9529043005900832,2,5,3,3,26.043211
17,SR,79dc7e7b-d1c7-4237-908d-f541b20406d4,15.457756,2.7381108838531514,1,1,1,1,15.457756
17,SR,ae59cd40-20ff-4809-8cbb-87c7cc41665c,50.1966248,3.9159477893775447,2,4,3,2,25.0983124
17,SR,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,153.493347,5.033657224068415,6,80,19,1,25.5822245
17,SR,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,32.5593834,3.4830656036085883,2,3,2,2,16.2796917
17,SR,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,166.173462,5.11303219458167,1,1,1,1,166.173462
17,SR,bee10050-f98c-456a-a684-4435ee88ef00,149.0461,5.00425565406555,4,13,4,3,37.261525
17,SR,c78550a2-290e-4b94-98db-961c2110c668,154.007019,5.036998179297065,5,26,5,2,30.801403800000003
17,SR,40573e58-0087-4bb3-9ed7-d18a24a35b78,65.9169,4.188394857796397,3,21,10,3,21.9723
17,SR,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,90.4522858,4.504822482942662,2,7,5,2,45.2261429
17,SR,7aeefa77-f398-4a26-b615-e50c4d05ba64,39.50789,3.6765003987957763,2,3,2,2,19.753945
17,SR,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,44.1491547,3.787573780773815,2,3,2,1,22.07457735
17,SR,2e919b0d-6d84-4641-a535-930a7ca6c8b7,52.086422,3.9529043005900832,2,5,3,3,26.043211
17,SR,79dc7e7b-d1c7-4237-908d-f541b20406d4,15.457756,2.7381108838531514,1,1,1,1,15.457756
17,SR,ae59cd40-20ff-4809-8cbb-87c7cc41665c,50.1966248,3.9159477893775447,2,4,3,2,25.0983124
17,SR,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,153.493347,5.033657224068415,6,80,19,1,25.5822245
17,SR,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,32.5593834,3.4830656036085883,2,3,2,2,16.2796917
17,P+SR,e81806f6-a4f2-4336-b77b-3407e101bc18,36.78532,3.6050988525444327,1,3,3,2,36.78532
17,P+SR,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,34.111412,3.52963199105898,1,4,4,2,34.111412
17,P+SR,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,45.0074425,3.8068278649839744,1,3,3,1,45.0074425
17,P+SR,04f5e376-2845-485a-8cb1-c38e3858ff8a,81.0529861,4.395103090192707,3,10,4,2,27.017662033333334
17,P+SR,e0153245-d5d9-449a-87f1-2a35d3239eef,35.0294228,3.556188359768476,2,9,6,2,17.5147114
17,P+SR,b594ae95-d981-4868-ae48-3f63eb87087a,28.0486374,3.3339400532486714,2,6,4,2,14.0243187
17,P+SR,fd995852-c28d-49e9-97b5-9774af3241c3,72.03067,4.277092000537867,4,15,6,3,18.0076675
17,P+SR,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,25.3824787,3.2340591210320495,1,2,2,2,25.3824787
17,P+SR,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,20.8952045,3.039519682882376,1,2,2,1,20.8952045
17,P+SR,3bc363f5-3c91-4c51-8139-93034b21f3a9,18.55819,2.9209112010507945,1,1,1,1,18.55819
17,P+SR,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,16.1626282,2.7827016760077403,1,1,1,1,16.1626282
17,P+SR,7612d934-759d-4a55-9a58-ef65940b7162,23.7822552,3.168939722762623,1,2,2,3,23.7822552
17,Pointing,19e8d0a8-02bf-4644-9732-e4190e13825e,23.1954689,3.1439569535630745,2,6,4,2,11.59773445
17,Pointing,4f145d76-f69f-4547-90a7-56281733ca5b,30.7120285,3.4246543856741014,2,3,2,2,15.35601425
17,Pointing,fcee09b7-efa4-4e87-956e-553ee7bb3648,20.65541,3.027977270566996,1,2,2,1,20.65541
17,Pointing,1a84f2f7-1739-41af-94ae-9a3c6677e61d,28.5390129,3.3512720249053625,2,5,3,2,14.26950645
17,Pointing,4fd86244-384f-4a69-adc8-6fd13c16422c,60.6389427,4.104937305496097,3,6,3,3,20.2129809
17,Pointing,25c3ccdb-26c7-4109-bcfe-730434f9caa9,24.3710785,3.1933971218897232,1,2,2,1,24.3710785
17,Pointing,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,20.6106949,3.025810110976381,1,1,1,1,20.6106949
17,Pointing,9e93766e-b621-4d6e-9927-173ac982bf3a,26.0680313,3.2607097091752593,2,3,2,2,13.03401565
17,Pointing,386be10f-0686-4118-928d-b57f06593b2f,31.7063084,3.456515664239308,2,5,3,2,15.8531542
17,Pointing,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,31.079464,3.43654727953349,2,9,6,2,15.539732
17,Pointing,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,48.44705,3.8804714489701553,2,6,4,2,24.223525
17,Pointing,95479aa7-9c98-49e4-817e-727302518dae,35.34518,3.5651620322680344,2,6,3,1,17.67259
17,Label,137e922c-0877-46af-a797-5a32df2edf5d,108.911072,4.690531696028778,5,15,5,3,21.7822144
17,Label,e2dc0c9a-3e6f-40a4-b8c5-7289c1efe296,24.4484386,3.196566352940989,1,1,1,1,24.4484386
17,Label,7cbd6f03-54a0-426f-b4ea-d8e0ce58e276,39.0879555,3.6658143760579214,2,3,2,1,19.54397775
17,Label,2369c5c0-c4bb-4308-a9cd-05a64a69f91a,82.6722641,4.41488416609169,2,9,6,2,41.33613205
17,Label,8aeed698-e7ee-41ef-bfe7-56f37e2232ab,56.9496956,4.042168344839398,3,6,3,3,18.983231866666667
17,Label,fe0ef0b0-c647-4b3a-b2f6-68a75133a566,16.53899,2.8057206236439964,1,1,1,1,16.53899
17,Label,0ebd3226-6abe-4b54-8d2f-6c4c8adc1978,53.8474541,3.9861551248617486,3,4,2,2,17.949151366666666
17,Label,eee4a904-a6ad-4369-970f-b656e1f59f12,78.3739853,4.3614920521388125,4,8,3,2,19.593496325
17,Label,d58fe3c1-28a0-4e49-9e2f-e72569f6e61e,137.143173,4.9210254385289165,6,24,4,3,22.8571955
17,Label,f548cabb-2a47-4399-a702-f76d5d1336df,24.3070927,3.1907681884160666,1,2,2,1,24.3070927
17,Label,c87d383c-41db-4303-8615-9271bbf2465e,57.040596,4.0437632248593065,3,4,2,2,19.013532
17,Label,81c1a60b-c8ac-4a16-b831-1df68863e61e,36.46552,3.5963671565840745,2,5,3,2,18.23276
18,SR,04f5e376-2845-485a-8cb1-c38e3858ff8a,77.21658,4.346614200811013,2,4,2,2,38.60829
18,SR,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,17.5218487,2.863448599347857,1,2,2,1,17.5218487
18,SR,fd995852-c28d-49e9-97b5-9774af3241c3,64.06646,4.159920982056428,1,4,4,3,64.06646
18,SR,b594ae95-d981-4868-ae48-3f63eb87087a,56.27057,4.030171663125533,2,6,4,2,28.135285
18,SR,e0153245-d5d9-449a-87f1-2a35d3239eef,121.76062,4.802056986084643,5,14,5,2,24.352124
18,SR,e81806f6-a4f2-4336-b77b-3407e101bc18,46.3797836,3.836863666012275,1,3,3,2,46.3797836
18,SR,3bc363f5-3c91-4c51-8139-93034b21f3a9,53.1533432,3.973181004032712,3,2,1,1,17.717781066666667
18,SR,7612d934-759d-4a55-9a58-ef65940b7162,57.8046265,4.057068815727637,1,1,1,3,57.8046265
18,SR,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,28.973278,3.3663739569161786,1,1,1,1,28.973278
18,SR,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,129.254013,4.8617795612624475,2,8,4,2,64.6270065
18,SR,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,36.0050964,3.5836604951031616,1,3,3,1,36.0050964
18,SR,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,40.1847,3.693486326164624,1,1,1,2,40.1847
18,P+SR,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,150.066437,5.0110781093724315,3,12,4,2,50.02214566666667
18,P+SR,fcee09b7-efa4-4e87-956e-553ee7bb3648,36.0570831,3.5851033243203556,1,2,2,1,36.0570831
18,P+SR,4fd86244-384f-4a69-adc8-6fd13c16422c,163.714355,5.098123171430451,3,10,3,3,54.57145166666667
18,P+SR,1a84f2f7-1739-41af-94ae-9a3c6677e61d,27.4667988,3.3129779589153565,1,3,3,2,27.4667988
18,P+SR,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,48.7204,3.886097833548562,1,6,6,2,48.7204
18,P+SR,19e8d0a8-02bf-4644-9732-e4190e13825e,34.7461777,3.548069571716386,1,4,4,2,34.7461777
18,P+SR,95479aa7-9c98-49e4-817e-727302518dae,20.2457047,3.007942657473034,1,3,3,1,20.2457047
18,P+SR,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,21.2558689,3.056633040768187,1,1,1,1,21.2558689
18,P+SR,4f145d76-f69f-4547-90a7-56281733ca5b,23.5408859,3.1587387349387797,1,2,2,2,23.5408859
18,P+SR,25c3ccdb-26c7-4109-bcfe-730434f9caa9,21.42419,3.064520657468117,1,2,2,1,21.42419
18,P+SR,9e93766e-b621-4d6e-9927-173ac982bf3a,25.58493,3.2420035062752,1,2,2,2,25.58493
18,P+SR,386be10f-0686-4118-928d-b57f06593b2f,30.6735058,3.423399278734125,1,3,3,2,30.6735058
18,Pointing,c87d383c-41db-4303-8615-9271bbf2465e,48.3298836,3.878050077412131,2,3,2,2,24.1649418
18,Pointing,7cbd6f03-54a0-426f-b4ea-d8e0ce58e276,25.819418,3.2511268444983017,1,2,2,1,25.819418
18,Pointing,8aeed698-e7ee-41ef-bfe7-56f37e2232ab,39.4130249,3.6740963428922306,2,5,3,3,19.70651245
18,Pointing,2369c5c0-c4bb-4308-a9cd-05a64a69f91a,28.3518047,3.3446906859960106,2,9,6,2,14.17590235
18,Pointing,f548cabb-2a47-4399-a702-f76d5d1336df,19.8995781,2.9906985305006772,1,2,2,1,19.8995781
18,Pointing,137e922c-0877-46af-a797-5a32df2edf5d,36.62826,3.6008200736149627,3,6,3,3,12.20942
18,Pointing,81c1a60b-c8ac-4a16-b831-1df68863e61e,25.06886,3.221626438459783,2,5,3,2,12.53443
18,Pointing,0ebd3226-6abe-4b54-8d2f-6c4c8adc1978,30.17158,3.4069004217035923,2,3,2,2,15.08579
18,Pointing,e2dc0c9a-3e6f-40a4-b8c5-7289c1efe296,14.3360119,2.6627746863103554,1,1,1,1,14.3360119
18,Pointing,fe0ef0b0-c647-4b3a-b2f6-68a75133a566,12.839757,2.552546372849086,1,1,1,1,12.839757
18,Pointing,eee4a904-a6ad-4369-970f-b656e1f59f12,24.967514,3.217575539863943,2,3,2,2,12.483757
18,Pointing,d58fe3c1-28a0-4e49-9e2f-e72569f6e61e,24.3861275,3.194014425534148,3,6,3,3,8.128709166666667
18,Label,79dc7e7b-d1c7-4237-908d-f541b20406d4,25.81032,3.250774411948899,1,1,1,1,25.81032
18,Label,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,39.2420044,3.6697477139226677,1,4,4,1,39.2420044
18,Label,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,57.9883537,4.060242192107884,2,6,4,2,28.99417685
18,Label,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,31.70667,3.456527068844773,1,1,1,1,31.70667
18,Label,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,27.423542,3.3114018415757944,1,3,3,1,27.423542
18,Label,7aeefa77-f398-4a26-b615-e50c4d05ba64,29.8957043,3.3977148011789553,2,3,2,2,14.94785215
18,Label,2e919b0d-6d84-4641-a535-930a7ca6c8b7,48.5591431,3.8827825003846734,1,3,3,3,48.5591431
18,Label,c78550a2-290e-4b94-98db-961c2110c668,61.73678,4.122879863518925,3,7,3,2,20.578926666666668
18,Label,ae59cd40-20ff-4809-8cbb-87c7cc41665c,46.456852,3.838523967836136,2,6,4,2,23.228426
18,Label,40573e58-0087-4bb3-9ed7-d18a24a35b78,90.63511,4.5068416655733285,3,17,9,3,30.211703333333332
18,Label,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,22.9655838,3.1339967387479137,2,3,2,2,11.4827919
18,Label,bee10050-f98c-456a-a684-4435ee88ef00,45.1313553,3.809577244409481,3,6,3,3,15.043785100000001
19,SR,2369c5c0-c4bb-4308-a9cd-05a64a69f91a,132.3345,4.885332808101126,7,35,6,2,18.90492857142857
19,SR,d58fe3c1-28a0-4e49-9e2f-e72569f6e61e,90.9160843,4.509936930525013,5,14,4,3,18.183216859999998
19,SR,0ebd3226-6abe-4b54-8d2f-6c4c8adc1978,30.1016312,3.404579362977489,2,3,2,2,15.0508156
19,SR,fe0ef0b0-c647-4b3a-b2f6-68a75133a566,37.68495,3.6292608105067066,2,2,1,1,18.842475
19,SR,8aeed698-e7ee-41ef-bfe7-56f37e2232ab,114.601555,4.74146137312401,5,8,0,3,22.920311
19,SR,137e922c-0877-46af-a797-5a32df2edf5d,48.0485458,3.8722118706503155,3,6,3,3,16.016181933333332
19,SR,f548cabb-2a47-4399-a702-f76d5d1336df,27.3030472,3.306998315009591,2,3,2,1,13.6515236
19,SR,81c1a60b-c8ac-4a16-b831-1df68863e61e,59.2595329,4.0819266599003825,4,8,3,2,14.814883225
19,SR,c87d383c-41db-4303-8615-9271bbf2465e,36.1443748,3.587521329304464,2,3,2,2,18.0721874
19,SR,e2dc0c9a-3e6f-40a4-b8c5-7289c1efe296,17.1862411,2.8441091276533284,1,1,1,1,17.1862411
19,SR,7cbd6f03-54a0-426f-b4ea-d8e0ce58e276,30.1586056,3.406470308649207,2,3,2,1,15.0793028
19,SR,eee4a904-a6ad-4369-970f-b656e1f59f12,35.6369,3.573381617899235,2,3,2,2,17.81845
19,P+SR,40573e58-0087-4bb3-9ed7-d18a24a35b78,37.44654,3.6229143158418857,1,9,9,3,37.44654
19,P+SR,79dc7e7b-d1c7-4237-908d-f541b20406d4,20.4996357,3.020407115254754,1,1,1,1,20.4996357
19,P+SR,ae59cd40-20ff-4809-8cbb-87c7cc41665c,88.34034,4.481196854927105,3,10,4,2,29.44678
19,P+SR,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,29.7903328,3.3941839381968615,1,2,2,2,29.7903328
19,P+SR,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,18.35279,2.909781606539853,1,4,4,1,18.35279
19,P+SR,c78550a2-290e-4b94-98db-961c2110c668,24.3312778,3.1917626749395516,1,4,4,2,24.3312778
19,P+SR,bee10050-f98c-456a-a684-4435ee88ef00,75.97795,4.330443166611075,3,9,3,3,25.325983333333337
19,P+SR,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,19.0510082,2.947120024056805,1,3,3,1,19.0510082
19,P+SR,7aeefa77-f398-4a26-b615-e50c4d05ba64,18.7589931,2.931673269429758,1,2,2,2,18.7589931
19,P+SR,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,22.5819454,3.1171507109004786,1,1,1,1,22.5819454
19,P+SR,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,21.0292377,3.045913740840793,1,4,4,2,21.0292377
19,P+SR,2e919b0d-6d84-4641-a535-930a7ca6c8b7,41.5149651,3.726053967053638,2,6,3,3,20.75748255
19,Pointing,b594ae95-d981-4868-ae48-3f63eb87087a,151.006317,5.017321670376974,3,8,4,2,50.335439
19,Pointing,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,39.6850166,3.6809737008368173,2,3,1,1,19.8425083
19,Pointing,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,56.8727722,4.040816706394056,2,6,4,2,28.4363861
19,Pointing,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,34.34543,3.53646896760494,2,3,2,2,17.172715
19,Pointing,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,23.1622257,3.142522749123655,1,3,3,1,23.1622257
19,Pointing,fd995852-c28d-49e9-97b5-9774af3241c3,36.23593,3.5900511680246256,3,12,6,3,12.078643333333334
19,Pointing,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,26.8729439,3.2911199774745783,1,2,2,1,26.8729439
19,Pointing,3bc363f5-3c91-4c51-8139-93034b21f3a9,18.6763344,2.9272571822814397,1,1,1,1,18.6763344
19,Pointing,e81806f6-a4f2-4336-b77b-3407e101bc18,24.3476238,3.1924342595512463,2,5,3,2,12.1738119
19,Pointing,04f5e376-2845-485a-8cb1-c38e3858ff8a,27.6735039,3.3204754175128306,2,6,4,2,13.83675195
19,Pointing,e0153245-d5d9-449a-87f1-2a35d3239eef,29.6682682,3.3900780638765946,2,9,6,2,14.8341341
19,Pointing,7612d934-759d-4a55-9a58-ef65940b7162,44.6581726,3.799037327527376,3,6,3,3,14.886057533333334
19,Label,25c3ccdb-26c7-4109-bcfe-730434f9caa9,49.69146,3.905833087352032,1,2,2,1,49.69146
19,Label,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,141.078934,4.949319549342707,5,14,5,2,28.2157868
19,Label,4f145d76-f69f-4547-90a7-56281733ca5b,51.6460533,3.9444137802549784,3,6,3,2,17.2153511
19,Label,9e93766e-b621-4d6e-9927-173ac982bf3a,41.79754,3.7328374861242417,2,3,2,2,20.89877
19,Label,fcee09b7-efa4-4e87-956e-553ee7bb3648,22.3936825,3.108778887832702,1,2,2,1,22.3936825
19,Label,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,48.1427155,3.874169839156222,1,1,1,1,48.1427155
19,Label,386be10f-0686-4118-928d-b57f06593b2f,76.52255,4.337585468637814,2,5,3,2,38.261275
19,Label,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,64.88897,4.172677655491227,2,9,6,2,32.444485
19,Label,19e8d0a8-02bf-4644-9732-e4190e13825e,31.22431,3.4411969580893413,2,6,4,2,15.612155
19,Label,1a84f2f7-1739-41af-94ae-9a3c6677e61d,45.5782623,3.8194308989135224,2,5,3,2,22.78913115
19,Label,4fd86244-384f-4a69-adc8-6fd13c16422c,94.27893,4.5462577288308506,6,7,3,3,15.713155
19,Label,95479aa7-9c98-49e4-817e-727302518dae,28.8399029,3.3617599455594855,1,3,3,1,28.8399029
2,SR,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,27.3179588,3.307544317416447,1,1,1,1,27.3179588
2,SR,25c3ccdb-26c7-4109-bcfe-730434f9caa9,48.4848251,3.881250864448776,1,2,2,1,48.4848251
2,SR,4fd86244-384f-4a69-adc8-6fd13c16422c,80.73124,4.39112561313041,1,3,3,3,80.73124
2,SR,19e8d0a8-02bf-4644-9732-e4190e13825e,383.4393,5.94918132927074,6,29,6,2,63.90655
2,SR,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,87.16522,4.467805398140826,3,24,9,2,29.055073333333336
2,SR,95479aa7-9c98-49e4-817e-727302518dae,74.02878,4.304453936513729,2,7,4,1,37.01439
2,SR,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,89.39172,4.493028060440543,3,12,4,2,29.797240000000002
2,SR,4f145d76-f69f-4547-90a7-56281733ca5b,37.80722,3.632500089677359,2,3,2,2,18.90361
2,SR,fcee09b7-efa4-4e87-956e-553ee7bb3648,27.8408546,3.326504531834161,1,2,2,1,27.8408546
2,SR,9e93766e-b621-4d6e-9927-173ac982bf3a,42.1047173,3.7401597842924517,2,3,2,2,21.05235865
2,SR,2369c5c0-c4bb-4308-a9cd-05a64a69f91a,53.813324,3.9855210944981256,4,22,6,2,13.453331
2,SR,d58fe3c1-28a0-4e49-9e2f-e72569f6e61e,89.54372,4.494726997627731,1,4,4,3,89.54372
2,P+SR,19e8d0a8-02bf-4644-9732-e4190e13825e,66.81898,4.201987171921349,2,6,4,2,33.40949
2,P+SR,9e93766e-b621-4d6e-9927-173ac982bf3a,28.646389,3.3550273968228272,2,3,2,2,14.3231945
2,P+SR,25c3ccdb-26c7-4109-bcfe-730434f9caa9,18.54695,2.920305355049739,1,2,2,1,18.54695
2,P+SR,95479aa7-9c98-49e4-817e-727302518dae,22.4913311,3.1131299505248085,1,3,3,1,22.4913311
2,P+SR,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,24.480484,3.197876228690507,2,9,6,2,12.240242
2,P+SR,fcee09b7-efa4-4e87-956e-553ee7bb3648,16.9749928,2.8317412492915035,1,2,2,1,16.9749928
2,P+SR,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,17.3326511,2.852592069523323,1,1,1,1,17.3326511
2,P+SR,1a84f2f7-1739-41af-94ae-9a3c6677e61d,21.0295582,3.0459289814102455,2,5,3,2,10.5147791
2,P+SR,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,85.640564,4.45015904940741,2,8,4,2,42.820282
2,P+SR,386be10f-0686-4118-928d-b57f06593b2f,41.818264,3.7333331819002304,2,6,3,2,20.909132
2,P+SR,4fd86244-384f-4a69-adc8-6fd13c16422c,23.791811,3.1693414458395757,1,3,3,3,23.791811
2,P+SR,4f145d76-f69f-4547-90a7-56281733ca5b,30.2947025,3.4109728622464077,1,2,2,2,30.2947025
2,Pointing,e81806f6-a4f2-4336-b77b-3407e101bc18,84.83519,4.440710433134052,2,5,3,2,42.417595
2,Pointing,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,28.16208,3.337976392198421,2,3,2,2,14.08104
2,Pointing,b594ae95-d981-4868-ae48-3f63eb87087a,17.8924332,2.884377897215794,2,6,4,2,8.9462166
2,Pointing,7612d934-759d-4a55-9a58-ef65940b7162,24.64055,3.204393459844771,3,6,3,3,8.213516666666667
2,Pointing,3bc363f5-3c91-4c51-8139-93034b21f3a9,19.31864,2.961070432931901,1,1,1,1,19.31864
2,Pointing,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,15.1167164,2.715801177854548,1,3,3,1,15.1167164
2,Pointing,fd995852-c28d-49e9-97b5-9774af3241c3,19.16372,2.953018908185689,2,6,4,3,9.58186
2,Pointing,04f5e376-2845-485a-8cb1-c38e3858ff8a,18.2484684,2.904081153219073,2,6,4,2,9.1242342
2,Pointing,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,15.8882074,2.7655771610947557,1,1,1,1,15.8882074
2,Pointing,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,10.0020771,2.3027927814253104,1,2,2,1,10.0020771
2,Pointing,e0153245-d5d9-449a-87f1-2a35d3239eef,22.3029442,3.104718696657118,2,9,6,2,11.1514721
2,Pointing,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,23.073761,3.1386960844727763,2,6,4,2,11.5368805
20,SR,1a84f2f7-1739-41af-94ae-9a3c6677e61d,50.0233345,3.9124895865622378,1,3,3,2,50.0233345
20,SR,386be10f-0686-4118-928d-b57f06593b2f,47.0384674,3.8509657222772935,1,3,3,2,47.0384674
20,SR,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,67.09087,4.2060479691461055,1,1,1,1,67.09087
20,SR,25c3ccdb-26c7-4109-bcfe-730434f9caa9,46.6071053,3.8417530037575105,1,2,2,1,46.6071053
